,Sentences,Perplexities (ckpt 773),Perplexities (ckpt 1546),Perplexities (ckpt 2319),Perplexities (ckpt 3092),Perplexities (ckpt 3865),Perplexities (ckpt 4638),Perplexities (ckpt 5411),Perplexities (ckpt 6184),Perplexities (ckpt 6957),Perplexities (ckpt 7730)
3170,- Tamam mı?,32.31178283691406,15.252754211425781,12.209931373596191,14.326484680175781,14.453499794006348,13.795431137084961,17.60022735595703,15.211151123046875,16.960758209228516,16.063396453857422
3171,"Ama yağmur, bütün bu mucizeler onlar için.",272.50189208984375,183.4491424560547,187.1658477783203,158.31944274902344,143.17613220214844,137.7167510986328,148.16270446777344,121.0891342163086,122.91082763671875,128.8412628173828
3172,"Bence uçuk değil. Ve bu konu üzerinde Santa Fe Enstitüsünde ve Moskova'da çalışan son derece parlak bazı dilbilimciler var, çoğu Rus, Bu araştırmaların sonuçlarına ilgim büyük.",820.6610717773438,752.337646484375,540.5552368164062,409.58612060546875,329.07073974609375,293.03643798828125,269.574462890625,240.2381591796875,215.64456176757812,219.66470336914062
3173,"DJ stüdyo, araçlar geniş bir dizi ile müzik kompozisyonları ve karışımları oluşturmayı tasarlanmıştır. Yazılım, farklı ses biçimlerinin ses çoğaltma kalitesini garanti eder.",977.4240112304688,649.4323120117188,475.6434631347656,363.97900390625,281.8864440917969,223.7864532470703,159.5752410888672,153.2570343017578,148.7329559326172,128.63316345214844
3174,İki tanığıma güç vereceğim; çul giysiler içinde bin iki yüz altmış gün peygamberlik edecekler.››,1733.22705078125,862.3873901367188,540.6998291015625,634.1840209960938,706.7719116210938,383.7887878417969,645.8496704101562,479.409423828125,420.4927062988281,439.8362121582031
3175,der. Bu kişi marşmelovu yemiştir.,3363.325927734375,2625.028564453125,1772.2974853515625,1345.1494140625,1991.93408203125,1354.4150390625,1466.45849609375,1048.867919921875,1152.8502197265625,1084.24365234375
3176,"Bu adam, yaptığı kötülüğün karşılığında aldığı ücretle bir tarla satın aldı. Sonra baş aşağı düştü, bedeni yarıldı ve bütün bağırsakları dışarı döküldü.",991.2949829101562,544.6426391601562,388.8662414550781,273.4753112792969,279.72998046875,232.23263549804688,193.31211853027344,215.64312744140625,201.75721740722656,192.01658630371094
3177,İnanabiliyor musun?,57.91150665283203,38.76850891113281,21.162233352661133,11.982094764709473,11.241762161254883,7.952740669250488,8.541219711303711,8.224385261535645,7.850255966186523,6.8177008628845215
3178,Bir şeyim yok.,29.64884376525879,28.626741409301758,23.94681739807129,25.808509826660156,25.83096694946289,24.064071655273438,30.215707778930664,29.233718872070312,29.289552688598633,27.696828842163086
3179,"Size şunu diyeyim millet, Şunu diyeyim: Herhangi bir gün güzelleşiveriyor gelen kutunuzda şöyle bir ileti görünce: (Gülüşmeler) ""BEN WINNIE MANDELA, GÜNEY AFRİKA ESKİ CUMHURBAŞKANI NELSON MANDELA'NIN İKİNCİ EŞİ.""",1426.048828125,760.8637084960938,739.1533813476562,551.6790161132812,391.353271484375,341.7654113769531,341.63800048828125,341.42596435546875,360.88311767578125,346.28839111328125
3180,"Kurallarıyla bize karşı ve aleyhimizde olan yazılı antlaşmayı sildi, onu çarmıha çakarak ortadan kaldırdı.",1516.645751953125,733.5758056640625,549.1028442382812,447.2311096191406,415.2323303222656,401.6795349121094,341.2295227050781,277.1407470703125,283.4729309082031,281.6169128417969
3181,- O kadar komik değil.,52.209716796875,28.575313568115234,13.727795600891113,18.955331802368164,18.907920837402344,17.95670509338379,13.86013412475586,15.00900936126709,16.93895149230957,15.27673053741455
3182,Ruhları o bölgeden çıkarmaması için İsaya yalvarıp yakardı.,1527.0963134765625,957.3555297851562,615.8580932617188,473.27813720703125,375.65545654296875,360.7260437011719,297.56591796875,326.8939208984375,266.30694580078125,237.9116668701172
3183,"Evet, evet tabi ki.",80.09378814697266,66.38577270507812,42.07013702392578,34.78518295288086,42.44496536254883,50.5177116394043,31.705093383789062,34.373233795166016,34.20733642578125,38.61146926879883
3184,"Yani uyku, uyku fazları ya da seviyeleri ile ilgilidir--",788.1998291015625,964.5159912109375,779.7752075195312,768.5872802734375,507.8131103515625,564.7452392578125,648.2108154296875,625.5032958984375,505.701416015625,509.6343994140625
3185,Duyan var mı?,250.89114379882812,207.8162384033203,120.60227966308594,157.02357482910156,79.9955062866211,180.02542114257812,37.948917388916016,51.685516357421875,41.37305450439453,39.79108428955078
3186,Neden buraya geldin?,126.63737487792969,59.74872970581055,67.65587615966797,19.07163429260254,16.77712631225586,18.860389709472656,14.778274536132812,17.417102813720703,21.045398712158203,20.511253356933594
3187,"Kendini Tanrıya makbul, gerçeğin bildirisini doğru kullanan, alnı ak bir işçi olarak sunmaya gayret et.",2287.31103515625,3282.833740234375,1842.9390869140625,1500.344970703125,1637.7454833984375,1561.94384765625,1788.5858154296875,1548.6435546875,1175.142578125,1246.39208984375
3188,"En İyi Fırsatlar, Tasarruf Sonsuza Kadar. Bu everbuying.net slogan – ürünleri en iyi fiyatlar ile uluslararası bir online mağaza binlerce, bazı bilinen markalar da dahil olmak üzere (bu Xiaomi gibi). Eğer e-posta ile kaydolmak Everbuying promosyon Kodu ve bülten kullanırsanız daha düşük fiyatlar için getiriyor $ 50 Kullanılabilir olan Everbuying.net Kupon Kodu bugün.",1007.5303344726562,555.6793823242188,314.184814453125,199.59930419921875,181.75482177734375,166.39486694335938,161.7294158935547,156.18565368652344,147.62667846679688,147.10675048828125
3189,"Ferisiler ise birbirlerine, ‹‹Görüyorsunuz, elinizden hiçbir şey gelmiyor. Bütün dünya Onun peşine takıldı›› dediler.",583.67578125,502.21484375,306.4269714355469,282.6924743652344,250.08755493164062,223.8214569091797,205.94342041015625,205.68600463867188,174.13311767578125,169.7187957763672
3190,Oraya dönemem.,411.62432861328125,792.6854248046875,279.7222595214844,243.88735961914062,183.0250244140625,185.2734375,177.35247802734375,160.4477081298828,215.96705627441406,179.1571502685547
3191,Web sitemizde Google AdSense Reklamcılığı’nı kullanıyoruz.,4025.0439453125,1172.501220703125,615.9015502929688,307.4708251953125,205.1162567138672,237.40127563476562,359.6212158203125,245.36843872070312,247.93295288085938,276.6864013671875
3192,O zaman fark ettim ki ofisindeki bayanlar tuvaletinin yerini bilmiyordu.,1255.050537109375,606.5353393554688,347.9616394042969,269.4404296875,222.73313903808594,274.857666015625,213.75674438476562,157.0574951171875,138.37705993652344,126.51950073242188
3193,Arabaya gir!,856.1810913085938,411.6009521484375,523.16943359375,372.45062255859375,162.30551147460938,206.96665954589844,245.45257568359375,220.06927490234375,232.54136657714844,231.13397216796875
3194,Seni affettim.,91.74967956542969,108.7265625,70.7707748413086,44.79542922973633,106.23207092285156,121.70231628417969,46.842071533203125,65.54483795166016,45.195777893066406,54.99114227294922
3195,"Ya böyle bir ortak ve tek atanın da öncesine, bir çok dilin yarışma halinde olduğu dönemlere gidilse?",1075.934814453125,781.5534057617188,735.3710327148438,763.6963500976562,557.7706909179688,669.107177734375,481.4292297363281,549.4425659179688,525.4427490234375,510.33843994140625
3196,"Yavrularım, kimse sizi aldatmasın. Mesih doğru olduğu gibi, doğru olanı yapan da doğru kişidir.",601.0498046875,285.5811462402344,253.20542907714844,151.36192321777344,231.37744140625,119.62539672851562,138.58836364746094,129.59461975097656,115.9971694946289,112.02349090576172
3197,Tahmin et kim?,813.152099609375,301.183837890625,553.656005859375,201.72642517089844,484.9920959472656,333.25006103515625,393.37371826171875,293.8331298828125,191.4200897216797,205.2917022705078
3198,"Hep birlikte gidelim, ağaçların arasında bir kulübe yapalım ve bir daha birbirimizle konuşmayalım demek istemiyorum, ancak söylemeye çalıştığım daha sık fişimizi çekip kendi düşüncelerimizle başbaşa kalmalıyız.",1230.746826171875,850.8093872070312,587.0999145507812,609.9097290039062,445.677490234375,374.8922424316406,353.1946105957031,331.5376892089844,316.0498352050781,287.9589538574219
3199,Yarın da onunla beraber gideceğimi söylemişti.,553.7827758789062,329.1864013671875,535.8345336914062,264.7620849609375,221.81507873535156,200.1761474609375,183.91159057617188,165.0328369140625,194.0004425048828,206.14422607421875
3200,"Pavlusla birlikte gidenler onu Atinaya kadar götürdüler. Sonra Pavlustan, Silasla Timoteosun bir an önce kendisine yetişmeleri yolunda buyruk alarak geri döndüler.",2300.477294921875,938.4957885742188,875.3776245117188,828.4435424804688,719.4927978515625,678.7459716796875,595.5789794921875,764.8720092773438,711.175537109375,695.9624633789062
3201,"Çıplaktım, beni giydirdiniz; hastaydım, benimle ilgilendiniz; zindandaydım, yanıma geldiniz.›",1571.9334716796875,672.3418579101562,541.2882690429688,426.646728515625,543.6882934570312,365.2476806640625,475.9079895019531,389.1685791015625,356.3612976074219,343.406982421875
3202,"Viasat Ukrayna (Vizyon Tv LLC), Ukrayna'da büyük operatör direkt uydu yayın, Onun abonelerinin yüksek kaliteli televizyon hizmetleri vermektedir, uydu Astra 4A üzerinde SES video güvenilir gücünü kullanarak (4,8 g e).",1212.0235595703125,825.9136352539062,554.9882202148438,344.8587646484375,375.1234436035156,290.746826171875,297.1064147949219,239.16845703125,205.83709716796875,213.0087890625
3203,"O kentten birçok Samiriyeli, ‹‹Yaptığım her şeyi bana söyledi›› diye tanıklık eden kadının sözü üzerine İsaya iman etti.",803.3192138671875,494.95758056640625,319.0075988769531,220.73190307617188,204.91204833984375,155.2152862548828,121.45304107666016,134.38351440429688,109.82051849365234,109.40206909179688
3204,Bu tür düşünceler insanı sabah saat dokuzda cin tonik içmeye başlatabilir; ben de o yöne doğru gitmek istemiyorum.,1492.024169921875,729.68798828125,652.7626342773438,540.73828125,537.392333984375,461.2282409667969,447.6335144042969,400.68707275390625,379.51416015625,342.96893310546875
3205,ve Hileleri motoru çevrimiçi araç 2018. Bu hack aracı sınırsız üretebilir,2784.132568359375,3459.32421875,1453.712646484375,1040.720458984375,1145.02734375,1008.90625,1117.3609619140625,1047.7452392578125,1088.820068359375,1090.1265869140625
3206,Şimdilerde bu gerçekten ciddi bir problem.,463.0151062011719,211.52777099609375,158.78146362304688,127.66609191894531,112.4554443359375,121.83226776123047,96.08760833740234,87.30851745605469,86.97622680664062,77.21876525878906
3207,"O zamanlarda doktorlar, erkekleri düzenli olarak eşlerine zevk vermelerinin önemini anlatıyordu.",837.4327392578125,900.619140625,503.79522705078125,342.4332580566406,415.337890625,265.59283447265625,279.7494812011719,321.0855407714844,316.619873046875,316.88177490234375
3208,- Orası biraz zor.,285.095947265625,125.8520278930664,116.37445831298828,99.59366607666016,87.41571044921875,57.67129135131836,72.13399505615234,62.375614166259766,59.72195816040039,64.68220520019531
3209,"Meraklı, Bu başlangıç ​​ayarlarında, 720p video çözünürlüğü ayarlamak. (C) 1 üzerinde 999 Alıcının menüden kanallara edilecektir, ve ile 1000 - tavsiye. TV kanallarının alımını desteklemek için kullanılabilir, HEVC yayınlanan.",1466.7724609375,907.6546020507812,539.4171752929688,532.2940063476562,380.8551025390625,382.7373962402344,319.02630615234375,321.8046875,329.89178466796875,312.402587890625
3210,"Temmuz 1, 2018",497.4542541503906,226.3218231201172,208.76025390625,55.9530143737793,63.585121154785156,44.27532196044922,45.50119400024414,51.780487060546875,48.35080337524414,45.729774475097656
3211,"Bu başkalarına yapılan istila, etkili biçimde ve insafsızca çıkarılıp paketlenilip bir karda satılan bir hammadde.",2348.9619140625,1173.330078125,704.0144653320312,429.53045654296875,593.7339477539062,518.2828979492188,441.9806823730469,447.7319030761719,401.92303466796875,357.04656982421875
3212,Sen bizden biri değilsin.,139.59901428222656,180.60372924804688,79.35783386230469,39.92891311645508,27.514076232910156,38.378639221191406,40.63500213623047,31.570371627807617,25.37002182006836,26.672897338867188
3213,Bu hiç mantıklı değil.,66.74453735351562,48.186580657958984,27.808958053588867,21.778324127197266,25.408422470092773,16.667343139648438,13.481882095336914,14.817429542541504,14.56196403503418,12.530546188354492
3214,"Filipus, Nataneli bularak ona, ‹‹Musanın Kutsal Yasada hakkında yazdığı, peygamberlerin de sözünü ettiği kişiyi, Yusuf oğlu Nasıralı İsayı bulduk›› dedi.",1113.3424072265625,720.5873413085938,506.60357666015625,497.35845947265625,376.4846496582031,360.04638671875,356.9575500488281,336.7141418457031,307.33392333984375,298.50885009765625
3215,Sibundoy Hungry bisikletçi,5066.48828125,7803.03369140625,4278.455078125,3944.588623046875,3226.828857421875,4299.26953125,3788.58203125,2089.546630859375,2495.27197265625,2421.721435546875
3216,"Hiç kimsede, insanın, dostları uğruna canını vermesinden daha büyük bir sevgi yoktur.",508.2237243652344,513.0457763671875,316.5131530761719,279.4093933105469,224.14794921875,144.97689819335938,194.1237030029297,148.0653076171875,162.60040283203125,154.0469207763672
3217,Sırada ben vardım.,884.9912719726562,417.3469543457031,180.46839904785156,547.7808837890625,513.31494140625,316.8927917480469,235.2327880859375,267.7068176269531,260.5391540527344,200.71998596191406
3218,"İstediğim iyi şeyi yapmıyorum, istemediğim kötü şeyi yapıyorum.",425.8083801269531,584.305419921875,326.6080017089844,349.36883544921875,432.440673828125,256.3396911621094,302.0658874511719,296.51129150390625,247.85565185546875,220.45693969726562
3219,Kötü adam benim.,269.5965576171875,200.5888214111328,176.8041534423828,103.65621948242188,158.40280151367188,129.73757934570312,146.2161407470703,80.14646911621094,83.79647827148438,82.58439636230469
3220,Eşcinsel değilim ama kontrolümde olmayan bir şey yüzünden yargılanmanın nasıl hissettirdiğini biliyorum.,567.2100830078125,550.8615112304688,345.9690246582031,273.8781433105469,257.4440002441406,204.13206481933594,167.5585174560547,142.1930694580078,140.3251953125,132.38893127441406
3221,Medyamız ilgimizi çekebilmek için bu tür manşetlerle bize bağırmak zorunda.,647.9082641601562,673.1342163085938,499.8276672363281,390.2703857421875,309.2815246582031,333.0395812988281,322.61578369140625,254.57479858398438,302.0101623535156,275.11639404296875
3222,Bir şeyler giy.,135.7642822265625,68.04074096679688,50.70442581176758,51.10629653930664,57.985145568847656,43.7164421081543,55.05192947387695,39.27976989746094,33.17338943481445,32.6048583984375
3223,Bu oluyor olamaz.,268.0752258300781,306.3049621582031,322.3989562988281,335.57244873046875,387.0126953125,267.60498046875,269.833984375,299.1861572265625,236.445068359375,249.2129364013672
3224,"Mübarek ve tek Hükümdar, kralların Kralı, rablerin Rabbi, ölümsüzlüğün tek sahibi, yaklaşılmaz ışıkta yaşayan, hiçbir insanın görmediği ve göremeyeceği Tanrı, Mesihi belirlenen zamanda ortaya çıkaracaktır. Onur ve kudret sonsuza dek Onun olsun! Amin.",1879.726806640625,1084.05859375,769.5433349609375,678.8877563476562,605.4595336914062,663.6358642578125,560.4110107421875,565.5604858398438,521.7648315429688,507.325439453125
3225,"Tanrım, yardım et bana!",247.42605590820312,115.74208068847656,91.67201232910156,45.69347381591797,55.05694580078125,36.7670783996582,48.72133255004883,33.070613861083984,35.86262512207031,31.629255294799805
3226,Ne yapacağız?,27.291492462158203,25.10872459411621,18.880279541015625,36.2281494140625,26.162841796875,33.869903564453125,23.343290328979492,32.65839385986328,28.33335304260254,29.78128433227539
3227,Tabii ki de.,54.73288345336914,77.52523803710938,62.622520446777344,109.30497741699219,65.5075912475586,47.438995361328125,56.06767272949219,47.40177917480469,57.01731491088867,48.11199951171875
3228,526 Firmware Experimental MNİGMA 0.3 Kaynak 25.07.2016 yüklemek için hafıza kartına alıcı WeTeK Play,554.9977416992188,379.89056396484375,118.10201263427734,56.5726318359375,61.57503128051758,24.1683292388916,29.428586959838867,22.568819046020508,15.839850425720215,13.26308822631836
3229,Kendisini kabul edip adına iman edenlerin hepsine Tanrının çocukları olma hakkını verdi.,3129.387451171875,2659.46044921875,2098.55224609375,1347.2529296875,1833.8843994140625,1210.4676513671875,947.0524291992188,664.8134155273438,777.61083984375,721.3055419921875
3230,İzninizle...,63.15034103393555,62.15963363647461,76.98894500732422,30.517488479614258,46.5473518371582,57.728519439697266,48.67096710205078,47.237403869628906,52.875335693359375,47.906776428222656
3231,Cezası daha büyük olmalı.,592.1119384765625,389.896728515625,515.90771484375,714.0767822265625,421.99658203125,356.0256652832031,426.9200439453125,345.9305725097656,277.08856201171875,281.2498779296875
3232,22 Ocak 2018,554.5509643554688,342.45758056640625,316.27838134765625,207.12364196777344,248.3376007080078,187.48402404785156,126.07066345214844,110.30602264404297,118.16679382324219,123.1666259765625
3233,Malzeme:: 1 * 19 paslanmaz çelik,6770.16064453125,1367.767822265625,849.3526000976562,815.1732177734375,455.7610778808594,413.8794250488281,393.6595153808594,323.7169494628906,368.675537109375,315.5389099121094
3234,"Esenlik kaynağı olan Rabbin kendisi size her zaman, her durumda esenlik versin. Rab hepinizle birlikte olsun.",658.6180419921875,435.19915771484375,285.88946533203125,290.27349853515625,273.1361999511719,222.42823791503906,205.82640075683594,186.76919555664062,181.3674774169922,168.3087615966797
3235,İşte üçüncü tarafın rolü budur. iki tarafında balkona çıkmasına yardım etmek.,920.5305786132812,637.8341674804688,410.23272705078125,366.93536376953125,378.7055358886719,223.65823364257812,265.64019775390625,254.1928253173828,227.41053771972656,235.2567901611328
3236,"İyi, samimi ilişkilerin bizi yaşlılığın bazı sonuçlarından koruduğu görünüyor.",878.7744140625,643.8786010742188,522.797607421875,430.32916259765625,392.0043640136719,423.6498718261719,370.090576171875,352.7955017089844,340.458984375,314.3408203125
3237,Bu su götürmez bir gerçek.,485.28173828125,318.54974365234375,325.57891845703125,457.34033203125,442.2054138183594,398.6526794433594,340.28887939453125,337.793212890625,276.809814453125,299.322998046875
3238,"diyince ""Tabi ki sırayla gidiyorlar. Binaların yapılma sırasıyla...",5430.0712890625,7672.2626953125,2847.113525390625,3978.13916015625,3135.97216796875,3826.009033203125,4072.536376953125,3755.178955078125,4268.8486328125,4291.3720703125
3239,Cevap kesin bir şekilde evet oldu.,592.896484375,515.84228515625,434.9529113769531,428.8868103027344,232.93321228027344,262.29876708984375,318.5008544921875,281.7418518066406,264.7776184082031,256.1159973144531
3240,Dxdiagn için yeni bir geçersiz kılma ayarlayın.,1530.3853759765625,1388.9598388671875,1200.265625,1388.669921875,613.62060546875,567.166259765625,446.8276062011719,543.9193115234375,565.7020263671875,528.8408813476562
3241,"Kız en alttaki sırra, erkek arkadaşının teklifine gelmiş.",1538.266357421875,1013.7340087890625,684.0939331054688,531.7858276367188,527.85302734375,619.9319458007812,905.3252563476562,831.7367553710938,778.448486328125,790.9746704101562
3242,"Elçiler Rabbe, ‹‹İmanımızı artır!›› dediler.",589.4396362304688,392.6630554199219,333.8681640625,223.32711791992188,209.32733154296875,219.2661895751953,144.28070068359375,141.4657745361328,144.06614685058594,139.89674377441406
3243,KKTC Bilgisayar ve network alanında profesyonel ve kurumsal hizmetler sunmaktayız,6859.65966796875,9654.150390625,5481.2890625,4531.81396484375,2996.451904296875,1540.8673095703125,1584.235107421875,1358.3046875,1081.2491455078125,979.36767578125
3244,"#21 tarafından Trevi üzerinde Ocak 4, 2012 - 10:43 pm Evet, Ben yardım istiyorum, ama nasıl bilmiyorum. Ben bir php programcısı değilim.",758.2064819335938,399.525390625,352.9795837402344,226.9300079345703,256.69970703125,121.14804077148438,118.02178955078125,91.28571319580078,69.97232055664062,68.10407257080078
3245,"Ve kalbimizi fırsatlara açtğımız zaman, fırsatlar bizi bir şeyler yapmaya davet eder ve bu da üçüncüsü.",620.0310668945312,576.236572265625,547.3654174804688,449.2393798828125,399.0754699707031,429.59906005859375,407.7819519042969,286.2859191894531,301.85626220703125,299.7363586425781
3246,- Ne nerede?,48.70677947998047,45.0124397277832,51.65190887451172,33.847267150878906,43.09830093383789,64.11701965332031,46.07514572143555,46.34646224975586,42.512779235839844,46.75
3247,"Hey, buraya!",169.9302215576172,120.03961944580078,86.8051528930664,60.99629211425781,59.799922943115234,43.99150466918945,76.9896011352539,80.71711730957031,99.86734008789062,114.19994354248047
3248,"Ama harika olmaz mıydı, Ara sıra matematiği sadece eğlenceli veya güzel olduğu için öğrensek ya da zihnimizi heyecanlandırdığı için?",720.1119995117188,613.9818115234375,543.966064453125,546.625732421875,526.8092651367188,471.2790222167969,458.93658447265625,467.9603576660156,423.737548828125,427.3304443359375
3249,Yalan söylemenin ne kadar yaygın olduğuna inanamıyoruz.,795.7507934570312,206.4420928955078,172.1241912841797,108.0816650390625,76.91236114501953,72.94802856445312,52.77644348144531,62.204139709472656,69.50723266601562,64.33881378173828
3250,"Şimdi bunu,on yıllık birikmiş modellik bilgimle sizin için göstereceğim, çünkü kalp ve göğüs cerrahlarının aksine, şu an da burada ayrılabiliriz.",1096.653076171875,556.7965087890625,549.3173217773438,560.7015991210938,579.4448852539062,585.4695434570312,601.153564453125,512.7586059570312,580.8543090820312,550.2662963867188
3251,Gerçekten ana dil olarak ingilizce ya da Çince'nin olduğu 600 tane dil istiyor muyuz?,1410.1656494140625,1090.856201171875,721.325439453125,749.26513671875,680.9871215820312,558.6495971679688,565.7886352539062,387.145751953125,398.1661376953125,369.14959716796875
3252,Neden bahsettiğimi biliyorum.,65.3818359375,153.32997131347656,49.935943603515625,60.416259765625,29.14712905883789,57.48983383178711,34.90989303588867,38.91435241699219,48.351470947265625,46.62731170654297
3253,Kintrishi Milli Parkı - Göl Tbikeli'ye turist rotası,3961.8779296875,4050.682373046875,2445.429931640625,2764.288818359375,1387.40625,1358.835205078125,795.0960693359375,938.5046997070312,801.1357421875,854.31982421875
3254,Prof. Alexander bunu ilk gördüğünde düşündü ki; belki bu sadece farelerle alakalı bir şey. Onlar bizden oldukça farklı.,1075.9404296875,804.7086181640625,416.7654724121094,356.70538330078125,325.074462890625,251.99708557128906,253.260498046875,240.42050170898438,209.99325561523438,185.12913513183594
3255,"Ademden sonraki altıncı kuşaktan olan Hanok, bu adamlara ilişkin şu peygamberlikte bulundu: ‹‹İşte Rab herkesi yargılamak üzere on binlerce kutsalıyla geliyor. Tanrı yoluna aykırı, tanrısızca yapılan bütün işlerden ve tanrısız günahkârların kendisine karşı söylediği bütün ağır sözlerden ötürü Rab, bütün insanlara suçluluklarını gösterecektir.››",1649.17041015625,685.3666381835938,575.32177734375,390.2899169921875,389.8490905761719,302.0411071777344,229.87107849121094,270.5139465332031,198.7827606201172,203.51654052734375
3256,Fakat tahmin edin ne oldu. Kahvesiz Roma seçeneğini eklediğiniz anda,4043.021484375,3282.0322265625,3037.700439453125,1876.1512451171875,1572.36669921875,1942.29248046875,2746.18994140625,2153.51806640625,1779.1092529296875,1913.7928466796875
3257,"Agrippa Pavlusa, ‹‹Kendini savunabilirsin›› dedi. Bunun üzerine Pavlus elini uzatarak savunmasına şöyle başladı: ‹‹Kral Agrippa! Yahudilerin bana yönelttiği bütün suçlamalarla ilgili olarak savunmamı bugün senin önünde yapacağım için kendimi mutlu sayıyorum.",1492.0234375,944.7998046875,547.6243896484375,541.7435302734375,385.59600830078125,399.9422302246094,409.6021728515625,335.8729248046875,317.9914245605469,341.36895751953125
3258,-Harika. -Evet.,128.5961151123047,115.94839477539062,76.1576919555664,54.05791473388672,44.31597900390625,66.83692932128906,36.47382354736328,47.8960075378418,47.167232513427734,47.152191162109375
3259,"Eğer biri bir başkasını kederlendirdiyse, beni değil -abartmadan söyleyeyim- bir dereceye kadar hepinizi kederlendirmiş olur.",2249.01220703125,893.4558715820312,637.7855224609375,469.3487854003906,510.01263427734375,485.5240783691406,458.7265319824219,574.2385864257812,522.7322998046875,529.6393432617188
3260,"Sonuncular, Müjdeyi savunmaya atandığımı bilerek bunu sevgiyle yapıyorlar.",2272.66015625,1259.6826171875,920.9977416992188,1073.6981201171875,1018.2781982421875,1653.404296875,823.4406127929688,952.5429077148438,748.7408447265625,840.2194213867188
3261,Bekleyebilirim.,395.8150329589844,384.96380615234375,102.2405014038086,156.11917114257812,125.7861557006836,110.34521484375,120.79081726074219,153.67758178710938,118.55707550048828,136.54043579101562
3262,Uysallığınız bütün insanlarca bilinsin. Rabbin gelişi yakındır.,3528.502197265625,2438.32470703125,1765.918212890625,1155.754638671875,984.9346313476562,815.8335571289062,624.7257080078125,676.4677734375,651.7356567382812,683.7540893554688
3263,Diğer taraftan çocukların bakış açılarını genişletebilirsek ancak o zaman kendilerini başkalarının yerine koymayı öğrenebilirler.,718.3817138671875,460.26727294921875,258.0947265625,249.19570922851562,198.30484008789062,184.0604705810547,139.34848022460938,154.91510009765625,120.45359802246094,122.9132308959961
3264,"İletiyi yanıtladım ve dedim ki: ""Yerimde duramıyorum!!!!""",558.2059326171875,521.6842041015625,332.5850830078125,267.5032653808594,198.5002899169922,230.40692138671875,144.23681640625,106.46290588378906,131.66119384765625,132.08514404296875
3265,Öyle bakma bana.,296.3401184082031,276.9317932128906,123.45897674560547,191.6409912109375,79.02884674072266,129.3849334716797,115.11675262451172,81.65032196044922,80.17411041259766,99.46063232421875
3266,Onları öldürdü.,152.04957580566406,89.78157043457031,79.0603256225586,54.1585807800293,82.87702941894531,109.25837707519531,103.42816925048828,129.77439880371094,112.9626235961914,125.1323471069336
3267,Sonra Suriye ve Kilikya bölgelerine gittim.,1823.3277587890625,1307.04638671875,795.5064086914062,610.6119384765625,360.8254699707031,341.4148864746094,442.7856750488281,365.6915283203125,352.4057922363281,328.58203125
3268,Öldüreceğim seni.,1610.1541748046875,2090.244384765625,936.9785766601562,662.7896118164062,333.071044921875,202.35899353027344,297.3765563964844,123.39942169189453,95.46354675292969,107.71195220947266
3269,"Öbür öğrenciler ona, ‹‹Biz Rabbi gördük!›› dediler. Tomas ise, ‹‹Onun ellerinde çivilerin izini görmedikçe, çivilerin izine parmağımla dokunmadıkça ve elimi böğrüne sokmadıkça inanmam›› dedi.",1426.31201171875,1133.746826171875,662.92236328125,495.52716064453125,424.1400146484375,411.38592529296875,465.7975769042969,420.0135498046875,403.5230712890625,350.6614990234375
3270,"Şu yararsız köleyi dışarıya, karanlığa atın. Orada ağlayış ve diş gıcırtısı olacaktır.› ››",3081.10302734375,1062.6337890625,605.3732299804688,529.6093139648438,636.6160278320312,554.900634765625,644.6343383789062,527.1874389648438,477.11248779296875,452.78546142578125
3271,-Saçmalama.,522.0923461914062,806.5887451171875,296.1234436035156,430.096923828125,251.59703063964844,228.10134887695312,105.41300964355469,111.37326049804688,96.68389892578125,91.56449890136719
3272,"Öğrencileri, ‹‹Evin için gösterdiğim gayret beni yiyip bitirecek›› diye yazılmış olan sözü hatırladılar.",1469.2105712890625,969.4168090820312,700.117431640625,607.312744140625,681.8009643554688,609.9935302734375,433.7142028808594,416.5395812988281,366.89599609375,393.7893981933594
3273,"Ve bundan birkaç hafta önce, Ulusal Radyoda haber vardı bununla ilgili",596.6551513671875,525.8131713867188,220.36676025390625,260.0305480957031,162.14987182617188,235.70053100585938,150.05824279785156,161.6495361328125,174.70591735839844,175.30348205566406
3274,Çocuğuma önyargılardan uzak bir hayat vaad edemem belki --çünkü hepimiz önyargılıyız-- ancak onu geniş bir bakış açısına sahip olacak şekilde yönlendireceğime söz veriyorum.,1049.714111328125,676.93310546875,537.4927978515625,489.5295104980469,438.1402282714844,381.237060546875,331.1185302734375,315.94329833984375,268.22686767578125,294.7853088378906
3275,"Parayı getirdiler. İsa, ‹‹Bu resim, bu yazı kimin?›› diye sordu. ‹‹Sezarın›› dediler.",174.12689208984375,160.11929321289062,126.32852172851562,86.62598419189453,92.02203369140625,84.42475128173828,87.9925765991211,71.76671600341797,97.89917755126953,97.36570739746094
3276,Teknede giderlerken İsa uykuya daldı. O sırada gölde fırtına koptu. Tekne su almaya başlayınca tehlikeli bir duruma düştüler.,1908.63818359375,799.4825439453125,829.9072875976562,445.6723937988281,428.0252380371094,349.6957092285156,334.1186828613281,329.6878662109375,289.3885803222656,270.1835632324219
3277,- Isırıldın mı?,409.5841979980469,81.7337646484375,51.75221252441406,27.160287857055664,19.815217971801758,12.743973731994629,14.78725528717041,16.916091918945312,14.553237915039062,14.025632858276367
