,Sentences,Epoch: 1 (ckpt: 1054),Epoch: 2 (ckpt: 2108),Epoch: 3 (ckpt: 3162),Epoch: 4 (ckpt: 4216),Epoch: 5 (ckpt: 5270),Epoch: 6 (ckpt: 6324)
684,"Siehe, ich werde geben aus des Satanas Schule, die da sagen, sie seien Juden, und sind's nicht, sondern lügen; siehe, ich will sie dazu bringen, daß sie kommen sollen und niederfallen zu deinen Füßen und erkennen, daß ich dich geliebt habe.",169.90728759765625,97.36064910888672,82.19764709472656,56.81761932373047,59.43349075317383,52.66563034057617
685,Aber wie sind Sie zu dem Browser gekommen?,333.25262451171875,269.99395751953125,171.19859313964844,170.94407653808594,132.14132690429688,134.07289123535156
686,"Wie er auch am andern Ort spricht: ""Du bist ein Priester in Ewigkeit nach der Ordnung Melchisedeks.""",823.1619262695312,666.2386474609375,583.6270751953125,354.1291809082031,373.55267333984375,332.12786865234375
687,"Jeder, der hier sitzt, kennt das warme Überspülen der Scham.",381.1881408691406,339.49664306640625,212.81983947753906,213.23072814941406,210.51943969726562,198.47596740722656
688,Ich komme gleich. Halten Sie durch.,313.4034729003906,211.208984375,215.4405517578125,213.22900390625,192.71812438964844,172.45436096191406
689,"Da rief Jesus im Tempel und sprach: Ja, ihr kennet mich und wisset, woher ich bin; und von mir selbst bin ich nicht gekommen, sondern es ist ein Wahrhaftiger, der mich gesandt hat, welchen ihr nicht kennet.",135.92259216308594,100.06262969970703,66.27225494384766,55.964168548583984,51.1956901550293,43.78410720825195
690,"Was sagen wir denn nun? Haben wir einen Vorteil? Gar keinen. Denn wir haben droben bewiesen, daß beide, Juden und Griechen, alle unter der Sünde sind,",221.11997985839844,127.0872573852539,113.60640716552734,77.32923126220703,82.60428619384766,76.93400573730469
691,"Die Maschine getestet hatte einen Intel Core i7-8550U Prozessor, 16GB RAM, 512GB Lagerungs- und 4G, und flog absolut durch alles, was ich an ihm warf.",581.6328735351562,334.34307861328125,275.9631652832031,229.76707458496094,225.16648864746094,165.36021423339844
692,"(Lachen) (Beifall) Sie antwortete: ""Das ist totaler Quatsch.""",242.81504821777344,81.14192199707031,64.20574951171875,29.874786376953125,25.198116302490234,30.36855125427246
693,"Besten Bilder, Videos und Sprüche und es kommen täglich neue lustige Facebook ... - گربه N چیزهایی",789.2114868164062,195.81141662597656,271.4251403808594,221.78292846679688,211.2155303955078,211.0150909423828
694,"Wenn ihr aber hören werdet von Kriegen und Kriegsgeschrei, so fürchtet euch nicht. Denn es muß also geschehen; aber das Ende ist noch nicht da.",328.8517761230469,194.23379516601562,136.57180786132812,112.35623168945312,57.63387680053711,62.22953796386719
695,Alle auf den Boden! Auf den Boden! Keine Bewegung!,533.56689453125,216.2411651611328,161.98255920410156,90.32369995117188,124.81549072265625,94.79071807861328
696,"denn in einer Stunde ist verwüstet solcher Reichtum. Und alle Schiffsherren und der Haufe derer, die auf den Schiffen hantieren, und Schiffsleute, die auf dem Meer hantieren, standen von ferne",203.2706756591797,160.9629669189453,159.94874572753906,100.05036163330078,98.63101959228516,88.10391998291016
697,"Durch den Glauben ward Mose, da er geboren war, drei Monate verborgen von seinen Eltern, darum daß sie sahen, wie er ein schönes Kind war, und fürchteten sich nicht vor des Königs Gebot.",122.575927734375,96.31082153320312,70.69340515136719,76.91382598876953,61.277496337890625,54.76552200317383
698,Sei nicht so gemein.,379.0638122558594,571.1220092773438,448.4600830078125,845.795654296875,251.40789794921875,276.006591796875
699,"aber es folgt nicht, das mehr Auswahl besser ist als etwas Auswahl.",730.1112670898438,596.190185546875,447.3392639160156,366.47601318359375,327.07586669921875,298.13690185546875
700,"Verwaltung von Personal Ressourcen erstellen, schieben, und führende Persönlichkeiten während sie funktionieren, identifizieren die besten Leute für die Aufgabe.",252.54115295410156,184.05599975585938,125.87327575683594,90.37793731689453,87.74751281738281,71.2961196899414
701,Wo ist Dad?,1132.5927734375,948.4669799804688,343.6512145996094,508.9418029785156,209.09878540039062,238.67787170410156
702,Weiter so.,960.6040649414062,689.8319702148438,616.9685668945312,652.4688720703125,655.739501953125,796.7493286132812
703,"Und ob ihr auch leidet um Gerechtigkeit willen, so seid ihr doch selig. Fürchtet euch aber vor ihrem Trotzen nicht und erschrecket nicht;",486.57232666015625,215.1559600830078,158.6323699951172,101.83354949951172,84.81897735595703,65.59064483642578
704,Accueil / Siebenhengste 3,9222.673828125,2992.950439453125,2761.75244140625,3666.27734375,5573.38134765625,3082.834228515625
705,"Obwohl sie sich äußerlich unterscheiden, sind sie innen gleich, und von Zeit zu Zeit versammelten sie sich in einer heiligen Höhle tief im Wald, um ihre Einheit zu feiern.",256.1050109863281,222.9328155517578,187.7011260986328,149.843017578125,139.0276641845703,112.91996765136719
706,Ich bezahle dich.,1330.3472900390625,343.2806091308594,103.20165252685547,54.69667434692383,37.85884475708008,58.47482681274414
707,Das meine ich.,1411.835693359375,1346.202392578125,455.40765380859375,182.66006469726562,156.94236755371094,145.49227905273438
708,Sie haben es warscheinlich in den Nachrichten gesehen.,506.3224792480469,428.75775146484375,279.589599609375,409.3967590332031,344.33819580078125,337.2080993652344
709,"auch nicht schandbare Worte und Narrenteidinge oder Scherze, welche euch nicht ziemen, sondern vielmehr Danksagung.",735.6414794921875,603.1675415039062,679.23779296875,411.7271728515625,443.5174255371094,448.8332214355469
710,Aber du schaffst es nicht.,166.5151824951172,130.90773010253906,72.86668395996094,96.2373275756836,85.52850341796875,55.63896179199219
711,"Wer ist aber unter euch, der seiner Länge eine Elle zusetzen möge, ob er gleich darum sorget?",766.3541870117188,424.7960205078125,301.2333679199219,340.5498962402344,170.27786254882812,245.18667602539062
712,"Darum auch ich, nachdem ich gehört habe von dem Glauben bei euch an den HERRN Jesus und von eurer Liebe zu allen Heiligen,",257.5564880371094,226.93551635742188,201.1812744140625,139.98883056640625,155.64227294921875,132.49649047851562
713,"Wir blieben Vollzeit-Studenten, aber dazwischen reisten wir, traten wir auf und unterrichteten von Neunjährigen zu MFA Änwärtern, von Kalifornien über Indiana und Indien zu einer öffentlichen High School gerade mal die Straße vom Campus entlang.",247.40115356445312,198.4564666748047,150.06317138671875,106.14437103271484,82.54022216796875,80.23334503173828
714,"(Applaus) ""Das krieg ich hin. Wie viel Gold haben Sie?""",678.3700561523438,209.2550811767578,136.80136108398438,147.32611083984375,130.02114868164062,152.2809600830078
715,Das ist ein Privatgrundstück.,583.4531860351562,297.1568298339844,229.38624572753906,257.90142822265625,156.12496948242188,142.69656372070312
716,Aber dies ist mein zu Hause.,540.7728271484375,265.8013916015625,176.8150177001953,283.2552490234375,226.96636962890625,272.970458984375
717,"Affordable Luxury Private Jet Charter Flug Texas Aircraft Flugzeug Rental Company Service Near Me Anruf 877-960-2011 für sofortiges Angebot auf leeren Bein fly Kosten für Geschäft, Notfall, Persönliches Gefallen mit Haustiere freundlich Flugzeug? Lassen Sie das beste Flugzeug Unternehmen helfen Sie zu Ihrem nächsten Ziel zu gelangen schnell und einfach mit uns geben einen Anruf an 877-960-2011 für Standort in Ihrer Nähe!",526.4110107421875,436.93829345703125,242.9683837890625,210.3011016845703,131.82627868652344,123.27408599853516
718,"Wenn Apple wie alle anderen wäre, würde eine Werbebotschaft vielleicht wie diese klingen. ""Wir machen großartige Computer.",602.8029174804688,427.559326171875,323.4380187988281,262.3154296875,209.36607360839844,171.24986267089844
719,"Also, was sagt man dazu?",529.37646484375,178.87930297851562,133.08314514160156,96.55218505859375,71.6131591796875,33.65570068359375
720,"Der andern Apostel aber sah ich keinen außer Jakobus, des HERRN Bruder.",1359.24658203125,1396.203857421875,1410.5201416015625,1010.7283935546875,1105.7628173828125,913.8941040039062
721,Bewertungen Tech. Keine Kommentare Bish Jaishi,1543.2498779296875,1295.5718994140625,1073.099365234375,1659.55419921875,1741.3353271484375,1255.130126953125
722,Doch es wird Tyrus und Sidon erträglicher gehen im Gericht als euch.,511.3912658691406,407.70477294921875,287.93658447265625,269.39044189453125,292.15814208984375,284.48919677734375
723,"Geht es dir gut, Dad?",220.55484008789062,287.25567626953125,75.1395034790039,93.3009262084961,40.829463958740234,38.95229721069336
724,Was schlägst du vor?,268.3691101074219,116.15320587158203,53.972923278808594,69.32022094726562,67.99267578125,69.6991958618164
725,"Eine Opernsängerin muss sehr früh mit dem Akrobatik-Training beginnen. Also habe ich alles versucht, um in die Opernschule gehen zu können.",344.05523681640625,205.68560791015625,168.9600067138672,128.26419067382812,103.41736602783203,85.56146240234375
726,"(Lachen) Noch eine letzte Sache, die ich gern erwähnen möchte.",227.648681640625,78.35874938964844,72.6305160522461,49.161563873291016,43.30648422241211,45.41154479980469
727,Bitte folgen Sie den Anweisungen unten Ihre kostenlose Aktivierung Build von RescuePRO® Software zum Download:,589.0934448242188,313.3465270996094,330.204833984375,179.39283752441406,81.17191314697266,88.41122436523438
728,Wie sind sie?,271.22552490234375,172.4235382080078,58.52880859375,155.21603393554688,120.94176483154297,225.32705688476562
729,Ich fühlte diese Berührung auf meiner Schulter und ich drehte mich um und sah dieses riesengroße Mädchen in einem Kapuzenpullover aus der Menge herauskommen.,217.1908416748047,165.14549255371094,103.06725311279297,75.14993286132812,65.93797302246094,56.32685089111328
730,"Ich hörte zum ersten Mal davon, dass Menschen in meinem Land litten.",223.193603515625,158.24546813964844,138.08116149902344,113.01537322998047,79.64032745361328,72.16677856445312
731,"Darum, welcher mit Zungen redet, der bete also, daß er's auch auslege.",315.5205383300781,231.93881225585938,256.62762451171875,281.746826171875,159.5741729736328,125.46501922607422
732,Da hatte Simon Petrus ein Schwert und zog es aus und schlug nach des Hohenpriesters Knecht und hieb ihm sein rechtes Ohr ab. Und der Knecht hieß Malchus.,446.0295715332031,271.2659912109375,227.65443420410156,137.3783721923828,106.47818756103516,88.32530975341797
733,"eBay.de ist die beliebtesten online-Auktions-Website in der Welt, mit über 167 Millionen-Einkaufs-und mehr 1 Milliarden Auktionen, die 67% Versand kostenlos. Auch wenn Sie nicht verwenden können, eBay Gutscheine, durch die Aktivierung der Angebote unten, profitieren Sie von einem Rabatt von bis zu 70% auf Zehntausenden von Produkten auf Verkauf. Weniger",208.97509765625,119.29507446289062,89.26730346679688,68.67668151855469,58.39502716064453,55.528785705566406
734,"Danke, Vater.",554.6014404296875,304.8472900390625,267.968994140625,173.06527709960938,122.27289581298828,143.70997619628906
735,Ich kann's dir nicht verübeln.,219.7420196533203,82.59416198730469,87.19656372070312,49.5886344909668,28.90157699584961,33.813446044921875
736,"Viele Leute, auch meine Mutter, sagten, dass ich verrückt wäre.",175.99505615234375,127.21882629394531,120.57685852050781,123.54248809814453,74.36785888671875,72.49363708496094
737,"So erbarmt er sich nun, welches er will, und verstockt, welchen er will.",306.71142578125,250.71282958984375,169.22142028808594,127.61715698242188,76.44158935546875,84.36873626708984
738,Wenn du kannst.,601.3187255859375,402.2643127441406,271.0613098144531,138.70140075683594,103.47217559814453,108.71640014648438
739,"Gibt es etwas, das du mir erzählen willst?",298.0498962402344,140.647216796875,66.5853042602539,55.137969970703125,43.24941635131836,34.21574783325195
740,Was sagt er?,582.3494262695312,252.58909606933594,175.8058319091797,198.16343688964844,161.64744567871094,122.07772064208984
741,"Auf daß ich aber dich nicht zu lange aufhalte, bitte ich dich, du wolltest uns kürzlich hören nach deiner Gelindigkeit.",447.3260192871094,414.3895263671875,257.3442077636719,258.93194580078125,209.38414001464844,183.39186096191406
742,"Nun, das setzt es dann, Recht? Nie, immer prahlen!",596.724853515625,509.77947998046875,555.807373046875,317.55853271484375,272.78662109375,270.2166748046875
743,Jesus antwortete ihnen: Viel gute Werke habe ich euch erzeigt von meinem Vater; um welches Werk unter ihnen steinigt ihr mich?,1012.3953857421875,491.2264404296875,423.0456848144531,339.71832275390625,221.09005737304688,164.129150390625
744,Ich kann jetzt nicht reden.,180.38726806640625,103.6844482421875,91.25049591064453,105.82569122314453,100.03228759765625,82.27808380126953
745,"Denn ihr seid nicht gekommen zu dem Berge, den man anrühren konnte und der mit Feuer brannte, noch zu dem Dunkel und Finsternis und Ungewitter",333.7158508300781,218.05836486816406,169.75106811523438,116.20161437988281,107.78022766113281,105.97161865234375
746,Eins... zwei... drei!,2119.2412109375,1992.87353515625,971.2550659179688,779.6074829101562,494.31768798828125,458.7799072265625
747,"hinfort ist mir beigelegt die Krone der Gerechtigkeit, welche mir der HERR an jenem Tage, der gerechte Richter, geben wird, nicht aber mir allein, sondern auch allen, die seine Erscheinung liebhaben.",304.5629577636719,208.37826538085938,194.6244659423828,119.63640594482422,105.9348373413086,91.21221923828125
748,Haben Sie sie geliebt?,569.2286376953125,287.4528503417969,207.35704040527344,257.1683349609375,61.73134231567383,63.085060119628906
749,Ich gebe mein Bestes.,596.466552734375,538.1220703125,146.3087615966797,123.81151580810547,122.52555084228516,97.1633529663086
750,"Sei vorsichtlg."" Und ich so, ""Mann, ich bin Hindu.""",457.7790832519531,325.4961853027344,300.3052978515625,325.0056457519531,223.353515625,298.6142272949219
751,"-Danke, dass du das tust.",165.62298583984375,60.78932571411133,44.545352935791016,49.00022888183594,35.20980453491211,39.381099700927734
752,"Sie glauben daran, dass sie es wert sind.",221.08108520507812,134.8037567138672,77.9532699584961,59.882041931152344,48.40055847167969,45.681739807128906
753,Ein effizientes Werkzeug zur Bündelung verschiedener Verkehrsträger sind Online-Marktplätze. Auf diese Weise sind alle Ladungsangebote und freien Transportkapazitäten auf einen Blick ersichtlich. Solch virtuelle Marktplätze im Internet helfen außerdem dabei,439.15155029296875,224.79830932617188,163.84788513183594,128.31906127929688,131.17103576660156,131.00888061523438
754,Ich kenne sie.,361.59588623046875,362.3907775878906,132.3388214111328,148.2036895751953,121.9188003540039,125.3105239868164
755,"Jesus aber antwortete und sprach zu ihr: Martha, Martha, du hast viel Sorge und Mühe;",334.7632751464844,108.7725601196289,87.35791778564453,86.34535217285156,84.83264923095703,90.46576690673828
756,"Die Menschen, die an den Traum der Wright Brüder glaubten, arbeiteten mit ihnen mit Blut und Schweiß und Tränen.",204.53065490722656,175.00355529785156,143.23260498046875,106.24702453613281,97.05319213867188,99.18405151367188
757,Androide Wie Allgemein Keine Kommentare Bish Jaishi,2168.22265625,1622.2279052734375,1489.7791748046875,1949.5020751953125,1846.562255859375,1621.008544921875
758,Grundgütiger.,1884.3621826171875,1010.4560546875,984.8397827148438,1052.2427978515625,2063.665283203125,1461.0025634765625
759,Wer ist Ihre Konkurrenz?*,600.6361083984375,548.0397338867188,179.80665588378906,137.27694702148438,118.58850860595703,78.37055969238281
760,"Dieser ist's, der in der Gemeinde in der Wüste mit dem Engel war, der ihm redete auf dem Berge Sinai und mit unsern Vätern; dieser empfing lebendige Worte, uns zu geben;",258.01226806640625,128.7197265625,102.6646499633789,79.83430480957031,82.4517593383789,65.08275604248047
761,Wir verändern die Welt für alle Drachen.,352.7251892089844,233.16258239746094,119.9666519165039,125.65158081054688,138.39901733398438,126.6617202758789
762,Es werden noch mehr kommen.,386.2975158691406,470.0115051269531,202.7166290283203,237.74237060546875,215.8090362548828,221.01300048828125
763,"Zuerst, der berühmte Misserfolg",330.3585510253906,280.5314636230469,101.74909973144531,121.02794647216797,97.71961212158203,73.90716552734375
764,"Denn es ist genug, daß wir die vergangene Zeit des Lebens zugebracht haben nach heidnischem Willen, da wir wandelten in Unzucht, Lüsten, Trunkenheit, Fresserei, Sauferei und greulichen Abgöttereien.",351.98455810546875,185.66629028320312,172.6818084716797,167.1320037841797,116.87640380859375,111.52408599853516
765,Sie öffnen Ihre Ohren. Sie öffnen Ihre Nase.,446.88067626953125,353.1396789550781,165.28611755371094,190.74481201171875,218.23468017578125,136.79412841796875
766,"Also antworte ich, wenn man mich fragt.",204.1729278564453,101.9589614868164,67.97017669677734,95.33321380615234,82.2439193725586,45.520713806152344
767,Am anderen Ende des Spektrums haben wir die Tragödie.,392.7713317871094,237.0606689453125,125.89476776123047,65.20169067382812,55.924686431884766,43.17019271850586
768,"Wie reden? Wie würden Sie sich fühlen,",303.3804931640625,260.6553649902344,205.53854370117188,244.57716369628906,144.57186889648438,178.41061401367188
769,Was sehen wir da?,279.03778076171875,196.68272399902344,182.8406219482422,123.10479736328125,92.42334747314453,115.50527954101562
770,Und es gibt keinen Ausweg?,664.5078735351562,579.023681640625,219.31533813476562,153.91305541992188,77.46888732910156,75.26561737060547
771,"Stellen Sie sich vor, was das für ein Kind in Kalkutta heisst, das tagsüber der Familie hilft und deswegen nicht zur Schule gehen kann.",251.08538818359375,172.19833374023438,184.71893310546875,125.59095764160156,121.36498260498047,87.77299499511719
772,"Und wer da überwindet und hält meine Werke bis ans Ende, dem will ich Macht geben über die Heiden,",873.4679565429688,481.6418762207031,343.07818603515625,206.90863037109375,165.20455932617188,139.0521240234375
773,"Ich war Ersthelfer bei einigen Einsätzen, von Autounfällen bis hin zum Hurrikan Sandy.",713.1098022460938,651.2451171875,344.7943115234375,241.51068115234375,243.52886962890625,174.35629272460938
774,Die offizielle Website des Satellitenbetreibers „Tricolor TV“ in einem Sonderteil veröffentlichten Informationen über die Erhöhung der Preise für die Ultra-Definition-TV-Anzeige (4K / UHD). Es findet vom 1 Dezember.,357.2637023925781,110.84309387207031,82.58656311035156,55.50768280029297,46.291595458984375,42.579586029052734
775,"Und ich glaube, wenn das passiert, wird es für unsere digitale Persönlichkeit möglich sein, mit der realen Welt auch lange nach unserem Ableben zu interagieren, dank der unermesslichen Fülle von Inhalten, die wir schaffen, und den Möglichkeiten der Technik, daraus einen Sinn zu gewinnen.",167.5476531982422,107.89330291748047,87.99002075195312,75.14936065673828,61.9215202331543,51.6701774597168
776,"Als ich diesen Vortrag vorbereitet habe, erschien es mir sehr schwierig, eine ehrliche Bilanz zu ziehen, denn einerseits fühlte ich mich sehr unwohl dabei, mich hier hinzustellen und zu sagen: ""Ich bekam alle Vorteile aus einem Stapel, der zu meinen Gunsten gemischt wurde."" Und es fühlt sich auch nicht sehr gut an, dem anzufügen: ""Und das macht mich nicht immer glücklich.""",206.404296875,133.07711791992188,99.75074005126953,76.26551055908203,63.058597564697266,51.74085235595703
777,- Bleibst du länger in Silberhöhe?,1051.31103515625,530.33203125,665.2618408203125,392.0724182128906,228.50372314453125,297.85040283203125
778,so wendet allen euren Fleiß daran und reichet dar in eurem Glauben Tugend und in der Tugend Erkenntnis,1115.23974609375,668.80224609375,715.31494140625,402.9973449707031,356.7502746582031,323.70831298828125
779,"Und er sprach zu ihnen: Welcher ist unter euch, der einen Freund hat und ginge zu ihm zu Mitternacht und spräche zu ihm: Lieber Freund, leihe mir drei Brote;",290.41705322265625,137.6499786376953,133.52923583984375,98.71491241455078,81.49807739257812,77.72264099121094
780,"Als Bürger eines in Schwierigkeiten geratenen Planeten ist es unsere moralische Verantwortung, mit dem dramatischen Rückgang der Lebensvielfalt umzugehen.",338.7946472167969,205.3197021484375,135.71043395996094,107.08343505859375,68.82653045654297,63.62849044799805
781,Können Sie mir da helfen?,450.6934509277344,302.59051513671875,178.0547637939453,192.52450561523438,190.66253662109375,133.22396850585938
782,"welches anzeigt, daß Gott recht richten wird und ihr würdig werdet zum Reich Gottes, für das ihr auch leidet;",585.4541625976562,304.1017761230469,233.63780212402344,219.4357452392578,156.02099609375,132.33055114746094
783,Der Fahrer war lebensgefährlich verletzt.,1531.4132080078125,588.460693359375,577.1715698242188,463.0343017578125,645.9309692382812,387.35772705078125
784,Besuchen Sie dieses Angebot jetzt bekommen 50% für den Handel mit Gebühren für...Mehr,500.966552734375,226.74212646484375,171.85545349121094,132.1084442138672,85.57949829101562,84.43820190429688
785,Nicht ohne dich.,575.2501831054688,367.912841796875,534.1969604492188,378.95281982421875,409.6494140625,220.08786010742188
786,"Darnach, als sie geschwiegen hatten, antwortete Jakobus und sprach: Ihr Männer, liebe Brüder, höret mir zu!",431.843505859375,188.31503295898438,120.65899658203125,98.22883605957031,111.2491683959961,78.35116577148438
787,"Die Anzahl der Blütenblätter ist eine typische Fibonacci-Zahl, oder die Anzahl von Spiralen auf einer Sonnenblume, oder einer Ananas sind häufig ebenfalls Fibonacci-Zahlen.",298.4154968261719,228.83583068847656,194.74998474121094,180.34237670898438,141.50942993164062,104.33723449707031
788,Nicht ein einziges.,399.16796875,198.96624755859375,289.3456726074219,264.2209167480469,469.5003356933594,253.04067993164062
789,"Aber die Weingärtner sprachen untereinander: Dies ist der Erbe; kommt, laßt uns ihn töten, so wird das Erbe unser sein!",497.8913879394531,221.8389892578125,128.01600646972656,110.03731536865234,92.75924682617188,70.51087188720703
790,"#65 von WWWDN am Dezember 29, 2011 - 11:59 am Was sind Ihre Server specs mein Budget Server verarbeitet 3 riesige Websites mit 20K Beiträge mit jeweils Transposh installiert. Vielleicht versuchen Sie einen Reverse-Proxy wie Nginx?",304.553955078125,224.2576446533203,196.2095947265625,184.60562133789062,167.48199462890625,151.35433959960938
791,"Und das Tier ward gegriffen und mit ihm der falsche Prophet, der die Zeichen tat vor ihm, durch welche er verführte, die das Malzeichen des Tiers nahmen und die das Bild des Tiers anbeteten; lebendig wurden diese beiden in den feurigen Pfuhl geworfen, der mit Schwefel brannte.",344.9000549316406,302.0866394042969,208.9502716064453,186.15481567382812,155.3780517578125,117.75617980957031
792,"Hinzufügen, dass am Ende des letzten Jahres Roskomnadzor verteilten Frequenz-Satelliten „Express-AT1“ und „Express-AT2“. Sie haben ""NTV-Plus"", die erlaubt dem Bediener Rundfunk in Sibirien und dem Fernen Osten zu starten.",290.9196472167969,146.65074157714844,98.43392181396484,69.150390625,47.68191909790039,39.19139099121094
793,Stattdessen wurde dieser Skandal von der digitalen Revolution präsentiert.,382.8363037109375,246.964111328125,178.60987854003906,140.514892578125,155.04855346679688,117.54075622558594
794,Sehr fett beginnt und endete sehr stark ! 1. Des McMahon — Stein-Fäuste 2. Maduk — Eine Möglichkeit 3. Aluminiumpulver — Stromausfall-ft. Staphylokokken-Jones (Cyantific Remix) 4. Kelch & Teebee — Falscher Alarm 5. Delta Heavy — Stadt der Träume 6. Loadstar -...,543.2225952148438,474.5325012207031,476.6574401855469,339.9106750488281,285.378173828125,250.06488037109375
795,"und wie ein Gewand wirst du sie wandeln, und sie werden sich verwandeln. Du aber bist derselbe, und deine Jahre werden nicht aufhören.""",206.49269104003906,161.852294921875,103.24885559082031,82.07921600341797,82.75939178466797,80.37674713134766
796,Meine Mutter ist dort gestorben.,1336.166259765625,370.61083984375,290.1148986816406,482.3525085449219,268.5408020019531,179.90579223632812
797,"sintemal er nach euch allen Verlangen hatte und war hoch bekümmert, darum daß ihr gehört hattet, daß er krank war gewesen.",255.6009063720703,196.53001403808594,227.29800415039062,189.62393188476562,159.482421875,185.9566192626953
798,Du würdest es nicht verstehen.,450.4411926269531,99.94461059570312,193.50411987304688,93.4918441772461,78.59408569335938,64.73277282714844
799,Was willst du noch wissen?,168.64480590820312,92.34127807617188,90.42156219482422,49.61919403076172,55.5881233215332,57.287498474121094
800,-Geh nur.,769.5807495117188,1037.2806396484375,1263.829345703125,939.0059814453125,693.4375610351562,612.0344848632812
801,Des andern Tages aber ließen sie die Reiter mit ihm ziehen und wandten wieder um zum Lager.,452.6548767089844,232.7738800048828,227.44912719726562,132.77317810058594,169.81932067871094,108.3812026977539
802,"Version 0.9.0 – Bereit, Einstellungen, gehen! Dezember 12, 2012 von Ofer 9 Kommentare Am 12/12/12 (was für ein hübsches Datum) um 20:12 (der geeignete Zeitpünkt). Wir haben die Version freigegeben 0.9.0 unserer plugin. Diese Version enthielt eine komplette Neufassung unserer Einstellungen und Administrations-Seite. Der Umzug von der einzigen sehr langen Seite mit oh so viele Optionen, um eine glatte Oberfläche mit Registerkarten.",274.23138427734375,177.76126098632812,137.82574462890625,98.12650299072266,94.96525573730469,92.81724548339844
803,2 JAHRE FRÜHER Soll ich es langsamer sagen?,963.793701171875,622.5640258789062,344.6167907714844,304.0826416015625,275.175537109375,211.76504516601562
804,"Abgelegt unter: normale Nachrichten Stichworte: APC, bing (msn) Übersetzer, Bugfix, eaccelarator, gettext, Moll, Freigabe, WordPress-Plugin, xcache",407.79595947265625,157.5016326904297,101.59783172607422,80.19004821777344,60.99565505981445,48.55215835571289
805,"Ich beschloss, dass ich einen Stern machen wollte.",120.72891235351562,121.7024917602539,62.976112365722656,47.19683074951172,28.06159210205078,26.304922103881836
806,Zwei Prozent der Europäischen Bevölkerung - das sind 16 Millionen Menschen - leiden unter Schlafstörungen aufgrund von Lärm wie diesem.,550.529052734375,394.6036682128906,222.4776611328125,127.06446838378906,119.1606674194336,81.88320922851562
807,"Ich will, dass mein Papa mir etwas vorsingt.",380.3199462890625,150.53131103515625,95.13499450683594,100.37344360351562,113.22929382324219,67.85884094238281
808,"gegensätzlichen Ebenen der Realität. Stimulation, die durch meine Sinnessysteme kam, fühlte sich wie reiner Schmerz an.",352.4078063964844,347.7524719238281,221.21449279785156,190.20132446289062,133.6309051513672,125.29325103759766
809,"neue Tarife: ""One MP2 100"", ""Single Paket 100"", „Der Zugriff auf die Broadcast-Plattform 100“ für Abonnenten mit MP2 Ausrüstung.",331.55303955078125,233.87545776367188,152.5460205078125,92.7349624633789,75.47064971923828,81.31710815429688
810,Unser aller Vater und Mutter.,1698.5650634765625,1483.2169189453125,1130.4053955078125,779.5870971679688,574.8558349609375,355.4441833496094
811,Wir müssen ihn vor Freya finden.,516.455078125,321.34210205078125,210.97384643554688,244.94361877441406,192.7253875732422,180.02456665039062
812,Ich bin ein Kerl.,212.76788330078125,121.82779693603516,89.18718719482422,107.76702117919922,106.68701934814453,159.81570434570312
813,Wir haben keine Zeit!,289.2822265625,374.6861877441406,188.82882690429688,143.64154052734375,102.8752670288086,98.52037048339844
814,"Ich beschwöre euch bei dem HERRN, daß ihr diesen Brief lesen lasset vor allen heiligen Brüdern.",479.5216369628906,233.17625427246094,172.98773193359375,169.0443878173828,112.7783432006836,105.94332885742188
815,"Die Forscherin Brené Brown sagte -- ich zitiere -- ""Scham kann Mitgefühl nicht überleben.""",1140.99462890625,813.2882690429688,456.84246826171875,338.683837890625,298.4552001953125,314.68212890625
816,"Satellitenhersteller führt eine Tochtergesellschaft der kanadischen Korporation MDA – Space Systems Loral (SSL), Das ist auch ein Anbieter von Raumschiff Kontrollsystemen.",451.5179443359375,243.73634338378906,194.89453125,162.55807495117188,122.90174865722656,116.57785034179688
817,Die Erfahrung war erste Klasse von Anfang bis Ende.,1481.6505126953125,504.0533142089844,569.9766235351562,517.6700439453125,554.0595703125,269.4754943847656
818,Löschung von Daten,1332.6717529296875,1602.85595703125,974.3644409179688,1101.2203369140625,1174.581787109375,704.547119140625
819,"Denn er hat den, der von keiner Sünde wußte, für uns zur Sünde gemacht, auf daß wir würden in ihm die Gerechtigkeit, die vor Gott gilt.",254.42916870117188,201.4497833251953,180.55078125,142.67330932617188,129.52462768554688,92.89256286621094
820,Ist das gut?,1154.11962890625,1230.1983642578125,571.1500244140625,369.024658203125,248.74256896972656,147.3009033203125
821,Wieso interessiert Sie das?,499.3917236328125,223.1735076904297,161.32989501953125,230.4107666015625,144.28662109375,162.15504455566406
822,"Wie kann man behaupten, dass etwas fettarm ist, wenn es voll mit Zucker ist?",192.6788787841797,153.75608825683594,109.83333587646484,93.2214584350586,77.97926330566406,76.72489166259766
823,Aber der Engel des HERRN tat in der Nacht die Türen des Gefängnisses auf und führte sie heraus und sprach:,200.6366424560547,108.6819839477539,65.37759399414062,66.23860931396484,46.357322692871094,42.29193878173828
824,Du verdammter Idiot!,1362.8934326171875,433.9415283203125,454.2388610839844,114.79061126708984,94.78353118896484,92.1546859741211
825,dann werden sie es nie essen.,194.77096557617188,223.7761993408203,81.39035034179688,122.80707550048828,107.91378021240234,59.02223205566406
826,Gott sei dank wollte niemand die dominierte Möglichkeit.,678.5473022460938,660.8367919921875,516.3213500976562,701.9967651367188,768.59130859375,652.07666015625
